Environment Id,Observation Space,Action Space,Reward Range,tStepL,Trials,rThresh,Action Meanings
flashgames.SlipSlideSloth-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f898>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f780>,"(-inf, inf)",20000,100,None,N/A
flashgames.TheBoomlandsWorldWars-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd9b0>,"(-inf, inf)",20000,100,None,N/A
flashgames.LessQuick-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb390>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb5f8>,"(-inf, inf)",20000,100,None,N/A
gym-core.WizardOfWorDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f98>,"(-inf, inf)",100000,100,None,N/A
flashgames.PoliceInterceptor-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f320>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f160>,"(-inf, inf)",20000,100,None,N/A
flashgames.Madburger3-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b79b0>,"(-inf, inf)",20000,100,None,N/A
gym-core.ElevatorActionSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6d68>,"(-inf, inf)",100000,100,None,N/A
flashgames.ParachuteRetrospect-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b05c0>,"(-inf, inf)",20000,100,None,N/A
flashgames.AerobaticMaster2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb9e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bbf98>,"(-inf, inf)",20000,100,None,N/A
flashgames.SuperRallyChallenge2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f320>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fbe0>,"(-inf, inf)",20000,100,None,N/A
flashgames.Match2Collapse-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a710>,"(-inf, inf)",20000,100,None,N/A
gym-core.PrivateEyeSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f60>,"(-inf, inf)",100000,100,None,N/A
flashgames.Astroman-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7550>,"(-inf, inf)",20000,100,None,N/A
flashgames.SpacePunkRacer-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b07b8>,"(-inf, inf)",20000,100,None,N/A
flashgames.UrbanFatburner-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705dd8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb518>,"(-inf, inf)",20000,100,None,N/A
flashgames.3dSuperRide-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65fb00>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b70b8>,"(-inf, inf)",20000,100,None,N/A
flashgames.Qoosh-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705c88>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6774e0>,"(-inf, inf)",20000,100,None,N/A
flashgames.PouJetpack-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6160>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a400>,"(-inf, inf)",20000,100,None,N/A
flashgames.AirWar1941-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd5f8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd518>,"(-inf, inf)",20000,100,None,N/A
gym-core.DemonAttackDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0748>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b05c0>,"(-inf, inf)",100000,100,None,N/A
gym-core.RiverraidDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f60>,"(-inf, inf)",100000,100,None,N/A
flashgames.V8RacingChampion-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f98>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b66d8>,"(-inf, inf)",20000,100,None,N/A
gym-core.EnduroDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e80>,"(-inf, inf)",75000,100,None,N/A
gym-core.Freeway30FPS-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb828>,"(-inf, inf)",100000,100,None,N/A
flashgames.Hamsterball-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b09b0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b0da0>,"(-inf, inf)",20000,100,None,N/A
gym-core.RobotankDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7438>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7470>,"(-inf, inf)",100000,100,None,N/A
gym-core.VideoPinball30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6160>,"(-inf, inf)",100000,100,None,N/A
gym-core.Riverraid-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b0d30>,"(-inf, inf)",100000,100,None,N/A
flashgames.Commando2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c64b0f0>,"(-inf, inf)",20000,100,None,N/A
flashgames.HungerHunter-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd3c8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd5c0>,"(-inf, inf)",20000,100,None,N/A
gym-core.WizardOfWorNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6550>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c705400>,"(-inf, inf)",400000,100,None,N/A
gym-core.GopherSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f780>,"(-inf, inf)",100000,100,None,N/A
gym-core.BoxingDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66ab70>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ab00>,"(-inf, inf)",75000,100,None,N/A
gym-core.BeamRiderNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb828>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6668>,"(-inf, inf)",400000,100,None,N/A
flashgames.CarrotFantasy2Desert-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7a20>,"(-inf, inf)",20000,100,None,N/A
gym-core.JourneyEscape30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0a90>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd518>,"(-inf, inf)",100000,100,None,N/A
gym-core.QbertNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f048>,"(-inf, inf)",400000,100,None,N/A
flashgames.CosmoGravity2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f28>,"(-inf, inf)",20000,100,None,N/A
gym-core.GravitarNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6a20>,"(-inf, inf)",400000,100,None,N/A
flashgames.Xmatch2016-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66ada0>,"(-inf, inf)",20000,100,None,N/A
flashgames.GunExpress-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b64a8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6828>,"(-inf, inf)",20000,100,None,N/A
gym-core.AmidarDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b62b0>,"(-inf, inf)",75000,100,None,N/A
wob.mini.SimpleArithmetic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a780>,"(-inf, inf)",10000000,100,None,N/A
gym-core.MsPacman30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd208>,"(-inf, inf)",100000,100,None,N/A
flashgames.BoxingLiveRound2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7748>,"(-inf, inf)",20000,100,None,N/A
gym-core.StarGunner30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb278>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a4e0>,"(-inf, inf)",100000,100,None,N/A
flashgames.GemPop-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661e48>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f780>,"(-inf, inf)",20000,100,None,N/A
flashgames.Cooliobeat-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677358>,"(-inf, inf)",20000,100,None,N/A
flashgames.NeonRace2Lvl14-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6b70>,"(-inf, inf)",20000,100,None,N/A
gym-core.Skiing-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b72e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e48>,"(-inf, inf)",100000,100,None,N/A
flashgames.Dropblox-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb828>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bbef0>,"(-inf, inf)",20000,100,None,N/A
wob.real.BookFlight-VirginAmerica-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd9e8>,"(-inf, inf)",10000000,100,None,N/A
gym-core.Gopher-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705518>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bbac8>,"(-inf, inf)",100000,100,None,N/A
gym-core.TutankhamDeterministic-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fe10>,"(-inf, inf)",100000,100,None,N/A
wob.mini.ChooseList-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661eb8>,"(-inf, inf)",10000000,100,None,N/A
wob.mini.SocialMedia-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677710>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6777b8>,"(-inf, inf)",10000000,100,None,N/A
flashgames.EasterEggSlider-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a438>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a2e8>,"(-inf, inf)",20000,100,None,N/A
flashgames.LawnmowerRacing3d-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb1d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb780>,"(-inf, inf)",20000,100,None,N/A
flashgames.GroundBattles-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b74a8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b0908>,"(-inf, inf)",20000,100,None,N/A
wob.real.Quizlet-Planet-Learn-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6048>,"(-inf, inf)",10000000,100,None,N/A
flashgames.CoasterRacerLvl7-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a588>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a390>,"(-inf, inf)",20000,100,None,N/A
wob.real.Signup-19-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd320>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd4a8>,"(-inf, inf)",10000000,100,None,N/A
gym-core.AirRaidSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f400>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f748>,"(-inf, inf)",100000,100,None,N/A
flashgames.MiceVsHammers-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7e10>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f28>,"(-inf, inf)",20000,100,None,N/A
gym-core.Atlantis-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6779e8>,"(-inf, inf)",100000,100,None,N/A
flashgames.BubbleRubble-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb4a8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb320>,"(-inf, inf)",20000,100,None,N/A
gym-core.SolarisNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6fdf28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b67b8>,"(-inf, inf)",400000,100,None,N/A
flashgames.Avalancher-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a550>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a9e8>,"(-inf, inf)",20000,100,None,N/A
gym-core.Atlantis30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f550>,"(-inf, inf)",100000,100,None,N/A
DuplicatedInput-v0,Discrete(6),"Tuple(Discrete(2), Discrete(2), Discrete(5))","(-inf, inf)",200,100,9.0,N/A
flashgames.Goldextraction-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b0eb8>,"(-inf, inf)",20000,100,None,N/A
gym-core.CentipedeSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e48>,"(-inf, inf)",100000,100,None,N/A
gym-core.RoadRunnerDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bde48>,"(-inf, inf)",75000,100,None,N/A
flashgames.FeedOurDoughnutOverlords-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb9e8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb208>,"(-inf, inf)",20000,100,None,N/A
flashgames.MysticalAncientTreasure-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a390>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a780>,"(-inf, inf)",20000,100,None,N/A
flashgames.CoasterCarsCJackTrack-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c705c88>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6770b8>,"(-inf, inf)",20000,100,None,N/A
gym-core.AirRaid30FPS-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661e48>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7390>,"(-inf, inf)",100000,100,None,N/A
flashgames.GonAndMon-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7390>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7eb8>,"(-inf, inf)",20000,100,None,N/A
gym-core.KangarooSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677fd0>,"(-inf, inf)",100000,100,None,N/A
gym-core.YarsRevengeNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6a5ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661e80>,"(-inf, inf)",400000,100,None,N/A
flashgames.MonkeyBlast-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a8d0>,"(-inf, inf)",20000,100,None,N/A
gym-core.Gopher-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f5c0>,"(-inf, inf)",100000,100,None,N/A
flashgames.Crane-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677208>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677358>,"(-inf, inf)",20000,100,None,N/A
gym-core.ElevatorActionNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb6a0>,"(-inf, inf)",400000,100,None,N/A
gym-core.AirRaidNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652fd0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a668>,"(-inf, inf)",400000,100,None,N/A
gym-core.UpNDownDeterministicSlow-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd208>,"(-inf, inf)",75000,100,None,N/A
gym-core.NameThisGame-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c7055f8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677550>,"(-inf, inf)",100000,100,None,N/A
flashgames.DeathCabin-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677160>,"(-inf, inf)",20000,100,None,N/A
gym-core.AtlantisNoFrameskip-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b0ef0>,"(-inf, inf)",400000,100,None,N/A
gym-core.VideoPinballDeterministic-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7e48>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f320>,"(-inf, inf)",100000,100,None,N/A
flashgames.ZombieMatch3-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a7f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66abe0>,"(-inf, inf)",20000,100,None,N/A
wob.mini.ClickShades-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb358>,"(-inf, inf)",10000000,100,None,N/A
flashgames.HeatRushFutureLvl12-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bd550>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bd780>,"(-inf, inf)",20000,100,None,N/A
flashgames.DanceBattle-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f9e8>,"(-inf, inf)",20000,100,None,N/A
flashgames.TankStorm3-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6775c0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677cf8>,"(-inf, inf)",20000,100,None,N/A
flashgames.DiamondCrashMania-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652f28>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66aa90>,"(-inf, inf)",20000,100,None,N/A
flashgames.AmericanRacingLvl16-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65f3c8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fdd8>,"(-inf, inf)",20000,100,None,N/A
gym-core.Qbert30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6777b8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677da0>,"(-inf, inf)",100000,100,None,N/A
gym-core.Solaris-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b6860>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b6080>,"(-inf, inf)",100000,100,None,N/A
gym-core.VideoPinballDeterministicSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb9e8>,"(-inf, inf)",75000,100,None,N/A
gym-core.Pitfall30FPS-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0eb8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661dd8>,"(-inf, inf)",100000,100,None,N/A
gym-core.Tennis30FPS-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c65feb8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f048>,"(-inf, inf)",100000,100,None,N/A
flashgames.UnderwaterSecrets-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bbf60>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb748>,"(-inf, inf)",20000,100,None,N/A
flashgames.SnowPrincessMakeup-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0748>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b0a90>,"(-inf, inf)",20000,100,None,N/A
gym-core.CentipedeSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661c18>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677940>,"(-inf, inf)",100000,100,None,N/A
gym-core.BattleZoneSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7518>,"(-inf, inf)",100000,100,None,N/A
wob.real.Quizlet-Moon-Test-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6bb278>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb710>,"(-inf, inf)",10000000,100,None,N/A
flashgames.VengeanceRider-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c661c18>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb278>,"(-inf, inf)",20000,100,None,N/A
flashgames.GunnerMayhem-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c7055f8>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65fac8>,"(-inf, inf)",20000,100,None,N/A
gym-core.EnduroNoFrameskip-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b71d0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b7e80>,"(-inf, inf)",400000,100,None,N/A
flashgames.GoGreenGo-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bdb38>,"(-inf, inf)",20000,100,None,N/A
gym-core.BattleZoneSync-v0,"Box(210, 160, 3)",<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66a2e8>,"(-inf, inf)",100000,100,None,N/A
flashgames.IceRun-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c652908>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6775f8>,"(-inf, inf)",20000,100,None,N/A
flashgames.GalaxyDefender-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b0ef0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6bb940>,"(-inf, inf)",20000,100,None,N/A
flashgames.Coloruid-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c6b7240>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c6b70b8>,"(-inf, inf)",20000,100,None,N/A
flashgames.SweetTooth-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c66a4e0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c66acc0>,"(-inf, inf)",20000,100,None,N/A
flashgames.TheCubicMonkeyAdventures2-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b0f0>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c65f358>,"(-inf, inf)",20000,100,None,N/A
gym-core.PooyanDeterministicSlow-v3,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c64b048>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c661f28>,"(-inf, inf)",75000,100,None,N/A
flashgames.Pel-v0,<universe.spaces.vnc_observation_space.VNCObservationSpace object at 0x7f829c677668>,<universe.spaces.vnc_action_space.VNCActionSpace object at 0x7f829c677c88>,"(-inf, inf)",20000,100,None,N/A
